127.0.0.1 - - [27/Jun/2024:15:09:49 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:10 +0700] "GET /project_ql_kh/resources/design/assets/fonts/themify-icons/themify-icons.css HTTP/1.1" 200 16435
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:10 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/css/all.css HTTP/1.1" 200 140292
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:10 +0700] "GET /project_ql_kh/resources/design/assets/css/home.css HTTP/1.1" 200 9052
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:10 +0700] "GET /project_ql_kh/resources/images/avatar.webp HTTP/1.1" 200 360172
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:10 +0700] "GET /project_ql_kh/viewHoaDon/assets/img/logo/check.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:10 +0700] "GET /project_ql_kh/resources/design/assets/css/base.css HTTP/1.1" 200 2186
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:10 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 150020
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:10 +0700] "GET /project_ql_kh/viewHoaDon/addHoaDon HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:11 +0700] "GET /project_ql_kh/qlHoaDon/addHoaDon HTTP/1.1" 200 4624
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:11 +0700] "GET /project_ql_kh/resources/design/assets/css/base.css HTTP/1.1" 200 2186
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:11 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/css/all.css HTTP/1.1" 200 140292
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:11 +0700] "GET /project_ql_kh/resources/images/avatar.webp HTTP/1.1" 200 360172
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:11 +0700] "GET /project_ql_kh/resources/design/assets/fonts/themify-icons/themify-icons.css HTTP/1.1" 200 16435
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:11 +0700] "GET /project_ql_kh/resources/design/assets/css/create.css HTTP/1.1" 200 6065
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:11 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 150020
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:26 +0700] "GET /project_ql_kh/viewHoaDon/ HTTP/1.1" 200 8988
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:26 +0700] "GET /project_ql_kh/resources/design/assets/css/home.css HTTP/1.1" 200 9052
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:26 +0700] "GET /project_ql_kh/resources/design/assets/fonts/themify-icons/themify-icons.css HTTP/1.1" 200 16435
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:26 +0700] "GET /project_ql_kh/viewHoaDon/assets/img/logo/check.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:26 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/css/all.css HTTP/1.1" 200 140292
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:26 +0700] "GET /project_ql_kh/resources/design/assets/css/base.css HTTP/1.1" 200 2186
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:26 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 150020
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:29 +0700] "GET /project_ql_kh/viewHoaDon/homeHopDong HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:30 +0700] "GET /project_ql_kh/viewHopDong/ HTTP/1.1" 200 9337
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:30 +0700] "GET /project_ql_kh/viewHopDong/assets/img/logo/check.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:30 +0700] "GET /project_ql_kh/resources/design/assets/fonts/themify-icons/themify-icons.css HTTP/1.1" 200 16435
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:30 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/css/all.css HTTP/1.1" 200 140292
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:30 +0700] "GET /project_ql_kh/resources/design/assets/css/home.css HTTP/1.1" 200 9052
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:30 +0700] "GET /project_ql_kh/resources/design/assets/css/base.css HTTP/1.1" 200 2186
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:30 +0700] "GET /project_ql_kh/resources/images/avatar.webp HTTP/1.1" 200 360172
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:30 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 150020
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:32 +0700] "GET /project_ql_kh/viewHopDong/timHopDongTheotinhtang?option=false HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:33 +0700] "GET /project_ql_kh/viewHopDong/?option=false HTTP/1.1" 200 9900
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:33 +0700] "GET /project_ql_kh/resources/design/assets/css/base.css HTTP/1.1" 200 2186
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:33 +0700] "GET /project_ql_kh/resources/design/assets/fonts/themify-icons/themify-icons.css HTTP/1.1" 200 16435
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:33 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/css/all.css HTTP/1.1" 200 140292
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:33 +0700] "GET /project_ql_kh/resources/images/avatar.webp HTTP/1.1" 200 360172
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:33 +0700] "GET /project_ql_kh/resources/design/assets/css/home.css HTTP/1.1" 200 9052
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:33 +0700] "GET /project_ql_kh/viewHopDong/assets/img/logo/check.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:33 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 150020
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:40 +0700] "GET /project_ql_kh/viewHopDong/homeHoaDon HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:40 +0700] "GET /project_ql_kh/viewHoaDon/ HTTP/1.1" 200 8988
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:40 +0700] "GET /project_ql_kh/viewHoaDon/assets/img/logo/check.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:40 +0700] "GET /project_ql_kh/resources/design/assets/fonts/themify-icons/themify-icons.css HTTP/1.1" 200 16435
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:40 +0700] "GET /project_ql_kh/resources/images/avatar.webp HTTP/1.1" 200 360172
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:40 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/css/all.css HTTP/1.1" 200 140292
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:40 +0700] "GET /project_ql_kh/resources/design/assets/css/home.css HTTP/1.1" 200 9052
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:40 +0700] "GET /project_ql_kh/resources/design/assets/css/base.css HTTP/1.1" 200 2186
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:40 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 150020
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:42 +0700] "GET /project_ql_kh/viewHoaDon/addHoaDon HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:42 +0700] "GET /project_ql_kh/qlHoaDon/addHoaDon HTTP/1.1" 200 4624
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:42 +0700] "GET /project_ql_kh/resources/design/assets/fonts/themify-icons/themify-icons.css HTTP/1.1" 200 16435
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:42 +0700] "GET /project_ql_kh/resources/design/assets/css/base.css HTTP/1.1" 200 2186
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:42 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/css/all.css HTTP/1.1" 200 140292
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:42 +0700] "GET /project_ql_kh/resources/design/assets/css/create.css HTTP/1.1" 200 6065
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:42 +0700] "GET /project_ql_kh/resources/images/avatar.webp HTTP/1.1" 200 360172
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:42 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 150020
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:48 +0700] "GET /project_ql_kh/viewHoaDon/ HTTP/1.1" 200 8988
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:48 +0700] "GET /project_ql_kh/viewHoaDon/assets/img/logo/check.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:48 +0700] "GET /project_ql_kh/resources/design/assets/fonts/themify-icons/themify-icons.css HTTP/1.1" 200 16435
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:48 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/css/all.css HTTP/1.1" 200 140292
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:48 +0700] "GET /project_ql_kh/resources/design/assets/css/home.css HTTP/1.1" 200 9052
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:48 +0700] "GET /project_ql_kh/resources/design/assets/css/base.css HTTP/1.1" 200 2186
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:48 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 150020
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:53 +0700] "GET /project_ql_kh/viewHoaDon/traCuuHoaDonTg?ngayhethan= HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:53 +0700] "GET /project_ql_kh/viewHoaDon/?ngayhethan= HTTP/1.1" 200 8133
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:53 +0700] "GET /project_ql_kh/resources/design/assets/css/home.css HTTP/1.1" 200 9052
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:53 +0700] "GET /project_ql_kh/resources/design/assets/css/base.css HTTP/1.1" 200 2186
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:53 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/css/all.css HTTP/1.1" 200 140292
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:53 +0700] "GET /project_ql_kh/resources/design/assets/fonts/themify-icons/themify-icons.css HTTP/1.1" 200 16435
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:53 +0700] "GET /project_ql_kh/viewHoaDon/assets/img/logo/check.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:53 +0700] "GET /project_ql_kh/resources/images/avatar.webp HTTP/1.1" 200 360172
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:53 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 150020
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:55 +0700] "GET /project_ql_kh/viewHoaDon/timHoaDonTheotinhtang? HTTP/1.1" 400 753
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:57 +0700] "GET /project_ql_kh/viewHoaDon/?ngayhethan= HTTP/1.1" 200 8133
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:57 +0700] "GET /project_ql_kh/viewHoaDon/assets/img/logo/check.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:57 +0700] "GET /project_ql_kh/resources/design/assets/css/base.css HTTP/1.1" 200 2186
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:57 +0700] "GET /project_ql_kh/resources/design/assets/css/home.css HTTP/1.1" 200 9052
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:57 +0700] "GET /project_ql_kh/resources/design/assets/fonts/themify-icons/themify-icons.css HTTP/1.1" 200 16435
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:57 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/css/all.css HTTP/1.1" 200 140292
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:57 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 150020
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:58 +0700] "GET /project_ql_kh/viewHoaDon/homeHopDong HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:58 +0700] "GET /project_ql_kh/viewHopDong/ HTTP/1.1" 200 9337
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:58 +0700] "GET /project_ql_kh/resources/design/assets/css/home.css HTTP/1.1" 200 9052
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:58 +0700] "GET /project_ql_kh/viewHopDong/assets/img/logo/check.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:58 +0700] "GET /project_ql_kh/resources/design/assets/css/base.css HTTP/1.1" 200 2186
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:58 +0700] "GET /project_ql_kh/resources/design/assets/fonts/themify-icons/themify-icons.css HTTP/1.1" 200 16435
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:58 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/css/all.css HTTP/1.1" 200 140292
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:58 +0700] "GET /project_ql_kh/resources/images/avatar.webp HTTP/1.1" 200 360172
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:12:58 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 150020
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:00 +0700] "GET /project_ql_kh/viewHopDong/?page=2 HTTP/1.1" 200 9330
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:00 +0700] "GET /project_ql_kh/resources/design/assets/css/home.css HTTP/1.1" 200 9052
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:00 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/css/all.css HTTP/1.1" 200 140292
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:00 +0700] "GET /project_ql_kh/resources/design/assets/fonts/themify-icons/themify-icons.css HTTP/1.1" 200 16435
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:00 +0700] "GET /project_ql_kh/resources/design/assets/css/base.css HTTP/1.1" 200 2186
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:00 +0700] "GET /project_ql_kh/resources/images/avatar.webp HTTP/1.1" 200 360172
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:00 +0700] "GET /project_ql_kh/viewHopDong/assets/img/logo/check.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:00 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 150020
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:02 +0700] "GET /project_ql_kh/viewHopDong/?page=3 HTTP/1.1" 200 9334
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:02 +0700] "GET /project_ql_kh/resources/design/assets/css/home.css HTTP/1.1" 200 9052
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:02 +0700] "GET /project_ql_kh/viewHopDong/assets/img/logo/check.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:02 +0700] "GET /project_ql_kh/resources/images/avatar.webp HTTP/1.1" 200 360172
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:02 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/css/all.css HTTP/1.1" 200 140292
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:02 +0700] "GET /project_ql_kh/resources/design/assets/fonts/themify-icons/themify-icons.css HTTP/1.1" 200 16435
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:02 +0700] "GET /project_ql_kh/resources/design/assets/css/base.css HTTP/1.1" 200 2186
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:02 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 150020
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:04 +0700] "GET /project_ql_kh/viewHopDong/?page=4 HTTP/1.1" 200 8769
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:04 +0700] "GET /project_ql_kh/resources/design/assets/fonts/themify-icons/themify-icons.css HTTP/1.1" 200 16435
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:04 +0700] "GET /project_ql_kh/resources/design/assets/css/home.css HTTP/1.1" 200 9052
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:04 +0700] "GET /project_ql_kh/viewHopDong/assets/img/logo/check.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:04 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/css/all.css HTTP/1.1" 200 140292
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:04 +0700] "GET /project_ql_kh/resources/design/assets/css/base.css HTTP/1.1" 200 2186
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:04 +0700] "GET /project_ql_kh/resources/images/avatar.webp HTTP/1.1" 200 360172
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:04 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/webfonts/fa-solid-900.woff2 HTTP/1.1" 200 150020
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:06 +0700] "GET /project_ql_kh/viewHopDong/?page=3 HTTP/1.1" 200 9334
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:06 +0700] "GET /project_ql_kh/resources/design/assets/css/home.css HTTP/1.1" 200 9052
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:06 +0700] "GET /project_ql_kh/viewHopDong/assets/img/logo/check.png HTTP/1.1" 404 604
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:06 +0700] "GET /project_ql_kh/resources/design/assets/css/base.css HTTP/1.1" 200 2186
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:06 +0700] "GET /project_ql_kh/resources/images/avatar.webp HTTP/1.1" 200 360172
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:06 +0700] "GET /project_ql_kh/resources/design/assets/fonts/fontawesome-free-6.4.2/fontawesome-free-6.4.2/css/all.css HTTP/1.1" 200 140292
0:0:0:0:0:0:0:1 - - [27/Jun/2024:15:13:06 +0700] "GET /project_ql_kh/resources/design/assets/fonts/themify-icons/themify-icons.css HTTP/1.1" 200 16435
